,after_Acc,after_Acc_class,after_fwIoU,after_mIoU,before_Acc,before_Acc_class,before_fwIoU,before_mIoU,filename,markssp_num,ssp_num,threshold
average,0.901551667,,,,0.878751269,,,,,,,
0,0.53837204,0.522458983,0.458322523,0.217594383,0.370140076,0.459188708,0.289089725,0.16219283,softmax_prob_top_potsdam_7_7_RGBIR_4158_462.tif,113,,
1,0.976356506,0.744632428,0.964203194,0.326342496,0.959980011,0.743494647,0.946357076,0.300384563,softmax_prob_top_potsdam_6_15_RGBIR_5488_0.tif,113,,
2,0.926940918,0.771224162,0.874958877,0.589386875,0.905323029,0.698592798,0.838168437,0.529457711,softmax_prob_top_potsdam_2_14_RGBIR_924_1386.tif,113,,
3,0.883152008,0.737624872,0.79501832,0.653402968,0.855545044,0.703259802,0.756172033,0.610093781,softmax_prob_top_potsdam_3_12_RGBIR_3234_3696.tif,113,,
4,0.888584137,0.812391947,0.800456854,0.652305678,0.868728638,0.787648632,0.769419689,0.606337628,softmax_prob_top_potsdam_4_14_RGBIR_4158_5488.tif,113,,
5,0.869346619,0.67686679,0.771272442,0.593694954,0.843288422,0.485379243,0.732126635,0.433780492,softmax_prob_top_potsdam_6_7_RGBIR_924_1848.tif,113,,
6,0.915122986,0.741784459,0.854905424,0.544170714,0.912296295,0.746475805,0.853860499,0.546244217,softmax_prob_top_potsdam_5_13_RGBIR_1386_4620.tif,113,,
7,0.933540344,0.900109864,0.886683098,0.681184082,0.919143677,0.90512193,0.867490916,0.672755512,softmax_prob_top_potsdam_2_14_RGBIR_0_1386.tif,113,,
8,0.954669952,0.860695925,0.916064091,0.767815089,0.949867249,0.881240162,0.907719324,0.764783172,softmax_prob_top_potsdam_6_12_RGBIR_0_5082.tif,113,,
9,0.915752411,0.876721621,0.866072129,0.45759424,0.894329071,0.847897552,0.836985522,0.425979481,softmax_prob_top_potsdam_7_11_RGBIR_3234_5082.tif,113,,
10,0.945705414,0.568635182,0.910060864,0.490608472,0.928939819,0.553468794,0.886339173,0.461687871,softmax_prob_top_potsdam_6_11_RGBIR_1848_0.tif,113,,
11,0.984020233,0.936646073,0.977454657,0.458868317,0.979446411,0.932565424,0.973881357,0.457409448,softmax_prob_top_potsdam_4_14_RGBIR_2310_1848.tif,113,,
12,0.852401733,0.80893767,0.751372162,0.564379639,0.814994812,0.76010446,0.699637479,0.511654367,softmax_prob_top_potsdam_4_14_RGBIR_4620_1386.tif,113,,
13,0.846576691,0.69068079,0.749647647,0.595753093,0.830791473,0.670301482,0.728696533,0.572508761,softmax_prob_top_potsdam_4_10_RGBIR_4620_4620.tif,113,,
14,0.898735046,0.837065033,0.818435477,0.505811171,0.866703033,0.779363844,0.766720986,0.459149338,softmax_prob_top_potsdam_5_14_RGBIR_0_2772.tif,113,,
15,0.891689301,0.801603705,0.805885703,0.740361819,0.867229462,0.738102624,0.766918716,0.664146523,softmax_prob_top_potsdam_2_11_RGBIR_2772_4158.tif,113,,
16,0.906162262,0.726229192,0.843768945,0.515682346,0.888587952,0.698436911,0.816596254,0.485578466,softmax_prob_top_potsdam_6_15_RGBIR_2310_462.tif,113,,
17,0.875396729,0.866752603,0.812066674,0.276841125,0.840393066,0.826994357,0.768305838,0.253823991,softmax_prob_top_potsdam_2_14_RGBIR_5082_5082.tif,113,,
18,0.970245361,0.880620956,0.943636851,0.569324859,0.967880249,0.894503737,0.940232889,0.576830783,softmax_prob_top_potsdam_3_12_RGBIR_0_4158.tif,113,,
19,0.958538055,0.812974668,0.933808129,0.4960826,0.942020416,0.820018385,0.912309226,0.480912596,softmax_prob_top_potsdam_3_12_RGBIR_2310_5488.tif,113,,
20,0.933185577,0.807298481,0.887935577,0.655592505,0.932655334,0.83768447,0.890447063,0.655851973,softmax_prob_top_potsdam_6_10_RGBIR_0_5082.tif,113,,
21,0.896472931,0.883661778,0.813970755,0.639884534,0.87178421,0.868965773,0.774892531,0.609035357,softmax_prob_top_potsdam_2_11_RGBIR_5082_0.tif,113,,
22,0.900157928,0.66057443,0.820150204,0.593321014,0.879314423,0.636795253,0.785566066,0.560055993,softmax_prob_top_potsdam_2_14_RGBIR_3234_0.tif,113,,
23,0.925094604,0.818612636,0.870806691,0.678810615,0.907821655,0.805776674,0.844249849,0.65926854,softmax_prob_top_potsdam_5_11_RGBIR_5488_5082.tif,113,,
24,0.831653595,0.80986426,0.713332051,0.705866337,0.786785126,0.740038391,0.651300057,0.62116757,softmax_prob_top_potsdam_7_7_RGBIR_462_2772.tif,113,,
25,0.839729309,0.807431604,0.825287063,0.571918292,0.796218872,0.707289548,0.782272296,0.515412448,softmax_prob_top_potsdam_7_7_RGBIR_924_5082.tif,113,,
26,0.834682465,0.824227763,0.730939856,0.558160923,0.799346924,0.805769422,0.684924557,0.52834621,softmax_prob_top_potsdam_7_13_RGBIR_462_0.tif,113,,
27,0.929328918,0.775641588,0.881527704,0.661582297,0.919158936,0.785393117,0.86711232,0.64740798,softmax_prob_top_potsdam_6_13_RGBIR_924_924.tif,113,,
28,0.93201828,0.786645639,0.895059363,0.534076767,0.929122925,0.781642778,0.894031458,0.528325229,softmax_prob_top_potsdam_6_14_RGBIR_2310_2310.tif,113,,
29,0.952484131,0.822394311,0.912123693,0.766719675,0.945926666,0.790572893,0.900404017,0.734976337,softmax_prob_top_potsdam_2_12_RGBIR_5082_5082.tif,113,,
30,0.940349579,0.787328598,0.902354461,0.55073231,0.906475067,0.734721691,0.849336105,0.484114392,softmax_prob_top_potsdam_7_12_RGBIR_1386_2772.tif,113,,
31,0.845458984,0.890064425,0.753865622,0.642959314,0.801368713,0.870673385,0.698699856,0.614987419,softmax_prob_top_potsdam_3_10_RGBIR_4158_5488.tif,113,,
32,0.918327332,0.930255241,0.8522985,0.595309365,0.897037506,0.875905905,0.816196226,0.554808396,softmax_prob_top_potsdam_7_13_RGBIR_2772_924.tif,113,,
33,0.847225189,0.735025868,0.755710544,0.516041003,0.792098999,0.675238412,0.684085726,0.466322194,softmax_prob_top_potsdam_7_10_RGBIR_2772_1386.tif,113,,
34,0.839324951,0.850540601,0.724020907,0.48320038,0.779655457,0.796601402,0.634702762,0.425064887,softmax_prob_top_potsdam_2_14_RGBIR_1386_1848.tif,113,,
35,0.924629211,0.860961049,0.861823519,0.7646024,0.916347504,0.813169748,0.84718494,0.720750318,softmax_prob_top_potsdam_3_13_RGBIR_924_1386.tif,113,,
36,0.900714874,0.902809884,0.820117418,0.545047693,0.880439758,0.884531062,0.787456064,0.523307947,softmax_prob_top_potsdam_2_13_RGBIR_5488_462.tif,113,,
37,0.93353653,0.815710025,0.880680869,0.7343609,0.928440094,0.79904624,0.874147245,0.716506508,softmax_prob_top_potsdam_5_14_RGBIR_2772_3696.tif,113,,
38,0.898620605,0.782743294,0.842635647,0.461706267,0.894145966,0.790112775,0.840210743,0.464248394,softmax_prob_top_potsdam_5_14_RGBIR_5082_1386.tif,113,,
39,0.853225708,0.743751895,0.745976613,0.41412611,0.804740906,0.610960467,0.673377266,0.319946396,softmax_prob_top_potsdam_2_10_RGBIR_5488_1848.tif,113,,
40,0.898513794,0.719421932,0.820500026,0.646971304,0.878536224,0.697189842,0.789507744,0.617981877,softmax_prob_top_potsdam_2_14_RGBIR_2772_2772.tif,113,,
41,0.877334595,0.741150874,0.798915057,0.621461674,0.838298798,0.65508429,0.746249202,0.438620667,softmax_prob_top_potsdam_5_15_RGBIR_1386_462.tif,113,,
42,0.932468414,0.887807227,0.880097892,0.738781489,0.921916962,0.874512759,0.863185934,0.712132669,softmax_prob_top_potsdam_6_8_RGBIR_3696_3234.tif,113,,
43,0.847290039,0.749750172,0.752171406,0.635220012,0.813999176,0.688595481,0.706035851,0.560970632,softmax_prob_top_potsdam_6_9_RGBIR_2772_5082.tif,113,,
44,0.828792572,0.78144176,0.7175952,0.554832921,0.765319824,0.694275372,0.632180687,0.464560189,softmax_prob_top_potsdam_6_10_RGBIR_0_1386.tif,113,,
45,0.842823029,0.775807584,0.735216791,0.527239742,0.802436829,0.742911378,0.680490864,0.47887733,softmax_prob_top_potsdam_4_15_RGBIR_3696_5082.tif,113,,
46,0.920326233,0.897144813,0.870275731,0.517222095,0.912757874,0.88588677,0.859218524,0.494337077,softmax_prob_top_potsdam_5_15_RGBIR_3234_924.tif,113,,
47,0.921165466,0.880464841,0.861400265,0.658793929,0.914649963,0.882868741,0.850713794,0.654373638,softmax_prob_top_potsdam_3_13_RGBIR_5082_3696.tif,113,,
48,0.822296143,0.774331057,0.70688964,0.64584386,0.794620514,0.736552164,0.670208745,0.60315211,softmax_prob_top_potsdam_4_10_RGBIR_924_1848.tif,113,,
49,0.955986023,0.6803197,0.919323908,0.64772693,0.948425293,0.658769419,0.907282752,0.62361915,softmax_prob_top_potsdam_4_12_RGBIR_0_3234.tif,113,,
50,0.919635773,0.734458184,0.860011534,0.438749283,0.900108337,0.694299474,0.832348743,0.399163529,softmax_prob_top_potsdam_2_13_RGBIR_4158_0.tif,113,,
51,0.866268158,0.839850833,0.7715249,0.732801324,0.831066132,0.771397865,0.720142619,0.656350226,softmax_prob_top_potsdam_7_8_RGBIR_4158_3234.tif,113,,
52,0.877613068,0.775249572,0.788502113,0.64803773,0.871509552,0.783203353,0.780997945,0.635485832,softmax_prob_top_potsdam_6_12_RGBIR_0_3696.tif,113,,
53,0.815296173,0.845027576,0.689902828,0.613698466,0.76089859,0.827571653,0.613531211,0.589964252,softmax_prob_top_potsdam_4_14_RGBIR_2310_2772.tif,113,,
54,0.78673172,0.558755205,0.707088021,0.418153649,0.719619751,0.514355871,0.629134537,0.382020447,softmax_prob_top_potsdam_5_15_RGBIR_2772_1386.tif,113,,
55,0.935771942,0.900777795,0.883766154,0.657745363,0.934242249,0.908621108,0.881250296,0.658733178,softmax_prob_top_potsdam_5_12_RGBIR_0_2772.tif,113,,
56,0.91361618,0.685397485,0.849115,0.595752603,0.909187317,0.77196931,0.845917369,0.670369228,softmax_prob_top_potsdam_6_13_RGBIR_2772_924.tif,113,,
57,0.867149353,0.804281331,0.770939409,0.716869352,0.835399628,0.786716309,0.727386628,0.683698663,softmax_prob_top_potsdam_4_14_RGBIR_3234_5488.tif,113,,
58,0.794979095,0.78731493,0.666258875,0.566380525,0.752819061,0.765731798,0.608359831,0.532224441,softmax_prob_top_potsdam_7_12_RGBIR_1386_924.tif,113,,
59,0.85925293,0.897627918,0.773188304,0.526662234,0.835571289,0.886998381,0.743016184,0.504282141,softmax_prob_top_potsdam_3_11_RGBIR_2310_462.tif,113,,
60,0.819869995,0.779748746,0.706067732,0.644448792,0.790355682,0.743324645,0.669702182,0.603545948,softmax_prob_top_potsdam_3_10_RGBIR_462_1386.tif,113,,
61,0.962726593,0.890687892,0.932655172,0.823328169,0.953384399,0.689466142,0.918349457,0.499942322,softmax_prob_top_potsdam_7_10_RGBIR_4158_3696.tif,113,,
62,0.902797699,0.907328303,0.830677338,0.666656306,0.880050659,0.884791558,0.795207141,0.638523257,softmax_prob_top_potsdam_6_15_RGBIR_462_924.tif,113,,
63,0.91796875,0.688203535,0.854657017,0.616606552,0.902065277,0.65126788,0.83090975,0.557321763,softmax_prob_top_potsdam_2_10_RGBIR_4620_2772.tif,113,,
64,0.875465393,0.73356808,0.79393339,0.614821113,0.823814392,0.634300018,0.729036971,0.496433312,softmax_prob_top_potsdam_6_12_RGBIR_1386_4158.tif,113,,
65,0.967990875,0.725878686,0.945747044,0.453875425,0.95753479,0.717962757,0.92925669,0.440285372,softmax_prob_top_potsdam_7_13_RGBIR_1848_924.tif,113,,
66,0.855709076,0.800013439,0.787899018,0.606339842,0.822463989,0.76495183,0.74312982,0.469472839,softmax_prob_top_potsdam_6_11_RGBIR_3696_5082.tif,113,,
67,0.87103653,0.74219245,0.800720912,0.582416086,0.834411621,0.681897987,0.753793324,0.50274469,softmax_prob_top_potsdam_4_13_RGBIR_3234_1848.tif,113,,
68,0.901824951,0.84539593,0.838211999,0.659203794,0.876472473,0.805917223,0.802108166,0.604147702,softmax_prob_top_potsdam_5_15_RGBIR_2310_3234.tif,113,,
69,0.956920624,0.897522918,0.922098144,0.826901008,0.954238892,0.899242458,0.919050782,0.8179821,softmax_prob_top_potsdam_6_8_RGBIR_4158_5082.tif,113,,
70,0.982925415,0.925033075,0.969288237,0.655633204,0.983394623,0.919948489,0.970548471,0.649151184,softmax_prob_top_potsdam_6_13_RGBIR_1386_4620.tif,113,,
71,0.895313263,0.755971343,0.815976399,0.696701271,0.878494263,0.749996122,0.788501804,0.680023486,softmax_prob_top_potsdam_5_11_RGBIR_1386_462.tif,113,,
72,0.911266327,0.737936149,0.843148364,0.673520889,0.905017853,0.841996722,0.832748234,0.718409298,softmax_prob_top_potsdam_3_12_RGBIR_2310_4158.tif,113,,
73,0.922660828,0.739239907,0.854973441,0.685535518,0.907745361,0.635872142,0.826421136,0.596523338,softmax_prob_top_potsdam_6_7_RGBIR_462_2772.tif,113,,
74,0.835636139,0.749636963,0.742263761,0.536400179,0.805179596,0.724762213,0.694596318,0.504080406,softmax_prob_top_potsdam_5_12_RGBIR_462_3696.tif,113,,
75,0.932743073,0.76684644,0.881111721,0.715787746,0.928386688,0.777184403,0.875730863,0.723614044,softmax_prob_top_potsdam_4_14_RGBIR_5082_4620.tif,113,,
76,0.8891716,0.905652617,0.82879075,0.566883134,0.870895386,0.896767013,0.809404604,0.548674133,softmax_prob_top_potsdam_7_13_RGBIR_4620_3696.tif,113,,
77,0.91229248,0.89283408,0.841126603,0.682941882,0.909198761,0.895611525,0.839489769,0.682511722,softmax_prob_top_potsdam_7_7_RGBIR_462_4158.tif,113,,
78,0.956920624,0.789443997,0.918663632,0.597307159,0.952926636,0.736322324,0.912171816,0.546233048,softmax_prob_top_potsdam_5_12_RGBIR_5488_3234.tif,113,,
79,0.925670624,0.753745198,0.878693925,0.537553705,0.895072937,0.634288848,0.838752263,0.472791014,softmax_prob_top_potsdam_5_12_RGBIR_2310_3234.tif,113,,
80,0.929550171,0.821914558,0.87924288,0.727902102,0.912216187,0.802676354,0.85471432,0.688272548,softmax_prob_top_potsdam_4_11_RGBIR_2310_924.tif,113,,
81,0.939395905,0.950208939,0.902001554,0.451974095,0.93151474,0.943538136,0.891680357,0.446954184,softmax_prob_top_potsdam_7_12_RGBIR_4620_5488.tif,113,,
82,0.960300446,0.847391423,0.924737193,0.658567042,0.95407486,0.839225211,0.913469363,0.648476776,softmax_prob_top_potsdam_4_15_RGBIR_5488_2310.tif,113,,
83,0.908214569,0.881891427,0.833524437,0.823162322,0.890323639,0.859429987,0.805052217,0.794682615,softmax_prob_top_potsdam_2_14_RGBIR_2310_3234.tif,113,,
84,0.893623352,0.881723567,0.811100547,0.70902859,0.878257751,0.885641854,0.786680967,0.677366191,softmax_prob_top_potsdam_5_11_RGBIR_1386_1386.tif,113,,
85,0.890781403,0.848951869,0.813850763,0.617246062,0.871520996,0.839237991,0.783427042,0.600395119,softmax_prob_top_potsdam_5_10_RGBIR_5082_1386.tif,113,,
86,0.909614563,0.830747309,0.838155199,0.63036278,0.875267029,0.768527664,0.784797045,0.571095226,softmax_prob_top_potsdam_4_12_RGBIR_3234_4158.tif,113,,
87,0.899784088,0.779338096,0.849824396,0.520533941,0.860374451,0.711647655,0.80287421,0.455691134,softmax_prob_top_potsdam_7_11_RGBIR_4158_462.tif,113,,
88,0.886054993,0.768398192,0.805567199,0.63688362,0.863113403,0.694429625,0.776130254,0.541191285,softmax_prob_top_potsdam_7_9_RGBIR_0_3234.tif,113,,
89,0.884296417,0.856234733,0.796300954,0.761601088,0.86598587,0.849054912,0.766178332,0.752786695,softmax_prob_top_potsdam_4_10_RGBIR_2310_1848.tif,113,,
90,0.911643982,0.856110878,0.86066371,0.519692849,0.884899139,0.857644553,0.826239927,0.480065066,softmax_prob_top_potsdam_6_10_RGBIR_924_2772.tif,113,,
91,0.931545258,0.942489446,0.874455597,0.434307716,0.907745361,0.925259621,0.834563781,0.414111636,softmax_prob_top_potsdam_7_12_RGBIR_5488_1386.tif,113,,
92,0.965263367,0.833766147,0.93904572,0.724207756,0.957714081,0.824167044,0.928709782,0.688829422,softmax_prob_top_potsdam_4_15_RGBIR_4620_0.tif,113,,
93,0.993263245,0.955723524,0.990797468,0.474605731,0.993469238,0.957727265,0.991227164,0.475453412,softmax_prob_top_potsdam_6_13_RGBIR_2772_0.tif,113,,
94,0.962532043,0.895323822,0.939981666,0.670831708,0.959030151,0.876211302,0.933282786,0.659989987,softmax_prob_top_potsdam_7_7_RGBIR_1386_2310.tif,113,,
95,0.917331696,0.797615103,0.861871735,0.563126286,0.894592285,0.754191366,0.831905524,0.516354235,softmax_prob_top_potsdam_4_10_RGBIR_2772_5082.tif,113,,
96,0.856563568,0.857093472,0.785998771,0.602076568,0.820426941,0.827666118,0.741045801,0.570239846,softmax_prob_top_potsdam_4_13_RGBIR_1848_462.tif,113,,
97,0.822864532,0.809611224,0.705628861,0.536274813,0.772197723,0.745442124,0.637110646,0.472199831,softmax_prob_top_potsdam_3_10_RGBIR_1386_924.tif,113,,
98,0.977344513,0.964279414,0.959716851,0.68559557,0.970588684,0.952826091,0.949130221,0.672040703,softmax_prob_top_potsdam_6_9_RGBIR_4158_1386.tif,113,,
99,0.813488007,0.787022376,0.693390881,0.67076037,0.759403229,0.746280277,0.621671212,0.623951741,softmax_prob_top_potsdam_6_15_RGBIR_4158_3696.tif,113,,
100,0.955078125,0.685154066,0.929274246,0.585973681,0.952590942,0.66284175,0.926065143,0.587195154,softmax_prob_top_potsdam_4_14_RGBIR_5488_4158.tif,113,,
101,0.871860504,0.911078615,0.774481525,0.788040645,0.853240967,0.900324886,0.74766896,0.770667705,softmax_prob_top_potsdam_2_11_RGBIR_0_3234.tif,113,,
102,0.890144348,0.886373874,0.809692778,0.624419364,0.865562439,0.847620397,0.776376241,0.598258099,softmax_prob_top_potsdam_2_13_RGBIR_924_3696.tif,113,,
103,0.898509979,0.911611212,0.823649093,0.744406009,0.881290436,0.899816822,0.798071099,0.70681593,softmax_prob_top_potsdam_2_13_RGBIR_5488_1848.tif,113,,
104,0.918292999,0.856221758,0.854125717,0.724966759,0.911865234,0.86399103,0.84416293,0.717851678,softmax_prob_top_potsdam_7_7_RGBIR_3234_4620.tif,113,,
105,0.893257141,0.850868183,0.821715149,0.723431038,0.87297821,0.833703223,0.795625635,0.693568951,softmax_prob_top_potsdam_3_14_RGBIR_924_3234.tif,113,,
106,0.95054245,0.81398032,0.92498722,0.69580716,0.928348541,0.801511569,0.898102863,0.647341411,softmax_prob_top_potsdam_7_9_RGBIR_924_5082.tif,113,,
107,0.924087524,0.818622956,0.866750345,0.74109193,0.914474487,0.802165756,0.853038304,0.717398074,softmax_prob_top_potsdam_4_13_RGBIR_1848_4620.tif,113,,
108,0.94865799,0.93402817,0.913370478,0.44297307,0.922748566,0.89418233,0.87750144,0.416197608,softmax_prob_top_potsdam_2_11_RGBIR_5488_4620.tif,113,,
109,0.877182007,0.823178938,0.800490928,0.466509052,0.852489471,0.778090701,0.763965459,0.430725956,softmax_prob_top_potsdam_5_12_RGBIR_4620_2310.tif,113,,
110,0.913749695,0.800985323,0.846123886,0.606820321,0.90284729,0.802290575,0.829791196,0.594441927,softmax_prob_top_potsdam_2_13_RGBIR_924_4158.tif,113,,
111,0.92036438,0.647394437,0.878789371,0.466993049,0.905269623,0.635925005,0.860187756,0.429456117,softmax_prob_top_potsdam_5_12_RGBIR_5082_2310.tif,113,,
112,0.897254944,0.855473047,0.824898179,0.504814909,0.866542816,0.807247126,0.783490898,0.466154335,softmax_prob_top_potsdam_7_10_RGBIR_3696_2772.tif,113,,
113,0.894145966,0.802898825,0.811066727,0.734835907,0.874286652,0.802710202,0.781799174,0.723890696,softmax_prob_top_potsdam_6_14_RGBIR_1848_0.tif,113,,
114,0.98236084,0.859217496,0.968271702,0.63705967,0.975986481,0.759645751,0.957691669,0.569784193,softmax_prob_top_potsdam_6_15_RGBIR_462_1848.tif,113,,
115,0.833961487,0.760026311,0.722241664,0.644583128,0.809322357,0.72986789,0.688802922,0.601921581,softmax_prob_top_potsdam_6_9_RGBIR_0_5488.tif,113,,
116,0.959091187,0.937653245,0.92793828,0.532875508,0.955375671,0.931161627,0.922032303,0.525750881,softmax_prob_top_potsdam_2_12_RGBIR_1386_3696.tif,113,,
117,0.986797333,0.874968057,0.974370144,0.849537656,0.983036041,0.800787445,0.966572673,0.784946946,softmax_prob_top_potsdam_5_14_RGBIR_0_4158.tif,113,,
118,0.831760406,0.8219231,0.727407321,0.480945954,0.789871216,0.791180839,0.675385584,0.454424507,softmax_prob_top_potsdam_3_14_RGBIR_5082_4620.tif,113,,
119,0.884433746,0.879366716,0.805014485,0.634849942,0.859092712,0.853780101,0.769225874,0.60537111,softmax_prob_top_potsdam_6_15_RGBIR_0_1386.tif,113,,
120,0.910514832,0.910342511,0.835538835,0.835509562,0.881530762,0.881315158,0.78780266,0.787757784,softmax_prob_top_potsdam_2_14_RGBIR_3696_5082.tif,113,,
121,0.845230103,0.770861609,0.737979503,0.633736032,0.78213501,0.673084102,0.649212831,0.523886877,softmax_prob_top_potsdam_2_10_RGBIR_5082_924.tif,113,,
122,0.914211273,0.797283083,0.843078504,0.389216078,0.907154083,0.776059739,0.828443606,0.375356867,softmax_prob_top_potsdam_2_13_RGBIR_0_924.tif,113,,
123,0.906593323,0.811067779,0.834121804,0.606086952,0.901790619,0.787258067,0.827671731,0.589320545,softmax_prob_top_potsdam_6_10_RGBIR_1848_3696.tif,113,,
124,0.899009705,0.874997859,0.831278382,0.650364711,0.885822296,0.865758175,0.813394821,0.635512059,softmax_prob_top_potsdam_6_13_RGBIR_4620_924.tif,113,,
125,0.933597565,0.568494854,0.885410787,0.387428246,0.914787292,0.474810046,0.851219659,0.317409154,softmax_prob_top_potsdam_6_7_RGBIR_462_3234.tif,113,,
126,0.915428162,0.724813618,0.903379549,0.377205326,0.889610291,0.709169521,0.877099396,0.357750765,softmax_prob_top_potsdam_6_14_RGBIR_4158_924.tif,113,,
127,0.875148773,0.724501146,0.797891497,0.534584516,0.842826843,0.654385836,0.753354419,0.486677488,softmax_prob_top_potsdam_2_13_RGBIR_462_5488.tif,113,,
128,0.958152771,0.830254727,0.920523616,0.790101886,0.957958221,0.812078213,0.920029571,0.769267911,softmax_prob_top_potsdam_4_12_RGBIR_3696_1386.tif,113,,
129,0.9090271,0.805498332,0.83814942,0.727381732,0.906959534,0.793199078,0.836258475,0.716367501,softmax_prob_top_potsdam_4_14_RGBIR_462_5082.tif,113,,
130,0.912857056,0.849239224,0.844468262,0.774856996,0.897483826,0.818003815,0.82020314,0.734140958,softmax_prob_top_potsdam_7_8_RGBIR_1848_462.tif,113,,
131,0.890106201,0.809926621,0.809059839,0.68433283,0.853870392,0.761326035,0.754368649,0.616423684,softmax_prob_top_potsdam_2_13_RGBIR_3234_1386.tif,113,,
132,0.985687256,0.950593569,0.973214728,0.605958014,0.990207672,0.961887013,0.98156695,0.624718681,softmax_prob_top_potsdam_7_12_RGBIR_1386_5488.tif,113,,
133,0.868934631,0.803687438,0.796235408,0.545518155,0.83833313,0.750594177,0.757088993,0.499903819,softmax_prob_top_potsdam_3_11_RGBIR_4620_4620.tif,113,,
134,0.908443451,0.874185268,0.838496893,0.620732507,0.881286621,0.821744482,0.797955689,0.56747233,softmax_prob_top_potsdam_5_12_RGBIR_3234_2772.tif,113,,
135,0.963592529,0.830289169,0.944359363,0.58379211,0.958786011,0.830599595,0.936990105,0.575681293,softmax_prob_top_potsdam_4_15_RGBIR_3696_3234.tif,113,,
136,0.916172028,0.855149903,0.852791733,0.456486326,0.901660919,0.833639333,0.833972005,0.437346862,softmax_prob_top_potsdam_5_12_RGBIR_3234_462.tif,113,,
137,0.944381714,0.930689085,0.897646401,0.578045754,0.937942505,0.927679987,0.886739601,0.574795268,softmax_prob_top_potsdam_7_7_RGBIR_2772_462.tif,113,,
138,0.976074219,0.953240877,0.953790258,0.615339587,0.975681305,0.963603059,0.952961558,0.620180272,softmax_prob_top_potsdam_7_12_RGBIR_2310_5082.tif,113,,
139,0.952220917,0.785457895,0.912367709,0.607771336,0.948020935,0.792761273,0.907550026,0.614745839,softmax_prob_top_potsdam_5_15_RGBIR_2772_4158.tif,113,,
140,0.907531738,0.734958959,0.849995566,0.554413307,0.883098602,0.688485171,0.816282654,0.51359755,softmax_prob_top_potsdam_4_13_RGBIR_2310_5082.tif,113,,
141,0.932098389,0.842298527,0.877899002,0.761852368,0.925704956,0.809635655,0.86632557,0.734343357,softmax_prob_top_potsdam_4_10_RGBIR_1848_4620.tif,113,,
142,0.872867584,0.598099568,0.78525046,0.532524645,0.851203918,0.559747461,0.755601062,0.481753122,softmax_prob_top_potsdam_3_12_RGBIR_5082_924.tif,113,,
143,0.963813782,0.869136418,0.937794189,0.646319092,0.955402374,0.811588777,0.924896405,0.601924535,softmax_prob_top_potsdam_3_14_RGBIR_4158_1848.tif,113,,
144,0.953502655,0.869076968,0.916149868,0.653656958,0.950454712,0.866560108,0.912304825,0.640698076,softmax_prob_top_potsdam_2_11_RGBIR_5082_2772.tif,113,,
